#BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
        5440    -5.49954    -5.46873  0.00191614
        5441    -5.50175    -5.46874  0.00191579
        5442    -5.50327    -5.46874  0.00191545
        5443    -5.50529    -5.46875  0.00191511
        5444     -5.5069    -5.46876  0.00191477
        5445    -5.50854    -5.46876  0.00191444
        5446    -5.51018    -5.46877   0.0019141
        5447    -5.51196    -5.46878  0.00191376
        5448    -5.51401    -5.46879  0.00191343
        5449      -5.516     -5.4688   0.0019131
        5450    -5.51806     -5.4688  0.00191277
        5451    -5.51895    -5.46881  0.00191244
        5452    -5.52046    -5.46882  0.00191211
        5453    -5.52119    -5.46883  0.00191179
        5454     -5.5228    -5.46884  0.00191146
        5455    -5.52313    -5.46885  0.00191114
        5456    -5.52367    -5.46886  0.00191081
        5457    -5.52395    -5.46887  0.00191049
        5458    -5.52439    -5.46888  0.00191017
        5459    -5.52392    -5.46889  0.00190984
        5460    -5.52283     -5.4689  0.00190952
        5461    -5.52215    -5.46891  0.00190919
        5462    -5.52066    -5.46892  0.00190887
        5463    -5.51866    -5.46893  0.00190854
        5464    -5.51629    -5.46894  0.00190821
        5465    -5.51431    -5.46895  0.00190788
        5466     -5.5115    -5.46896  0.00190755
        5467    -5.50832    -5.46896  0.00190721
        5468    -5.50478    -5.46897  0.00190687
        5469    -5.50118    -5.46898  0.00190653
        5470    -5.49708    -5.46898  0.00190619
        5471    -5.49264    -5.46898  0.00190585
        5472    -5.48773    -5.46899   0.0019055
        5473    -5.48281    -5.46899  0.00190516
        5474    -5.47715    -5.46899  0.00190481
        5475    -5.47121    -5.46899  0.00190446
        5476    -5.46502    -5.46899  0.00190412
        5477    -5.45891    -5.46899  0.00190377
        5478    -5.45214    -5.46899  0.00190342
        5479    -5.44533    -5.46898  0.00190308
        5480    -5.43868    -5.46898  0.00190274
        5481    -5.43206    -5.46897  0.00190241
        5482    -5.42504    -5.46896  0.00190208
        5483    -5.41795    -5.46895  0.00190175
        5484    -5.41099    -5.46894  0.00190143
        5485    -5.40418    -5.46893  0.00190112
        5486    -5.39725    -5.46892  0.00190082
        5487    -5.38995     -5.4689  0.00190053
        5488     -5.3826    -5.46889  0.00190025
        5489    -5.37569    -5.46887  0.00189998
        5490    -5.36882    -5.46885  0.00189972
        5491    -5.36247    -5.46883  0.00189947
        5492    -5.35683    -5.46881  0.00189924
        5493    -5.35086    -5.46879  0.00189901
        5494    -5.34567    -5.46877   0.0018988
        5495    -5.34053    -5.46875   0.0018986
        5496    -5.33591    -5.46872  0.00189841
        5497    -5.33169     -5.4687  0.00189822
        5498    -5.32728    -5.46867  0.00189805
        5499    -5.32362    -5.46864  0.00189789
        5500     -5.3204    -5.46862  0.00189774
        5501    -5.31779    -5.46859  0.00189759
        5502    -5.31565    -5.46856  0.00189745
        5503    -5.31381    -5.46853  0.00189731
        5504    -5.31229    -5.46851  0.00189718
        5505    -5.31152    -5.46848  0.00189705
        5506    -5.31151    -5.46845  0.00189692
        5507    -5.31178    -5.46842  0.00189679
        5508    -5.31202    -5.46839  0.00189666
        5509    -5.31252    -5.46836  0.00189652
        5510    -5.31357    -5.46834  0.00189639
        5511    -5.31499    -5.46831  0.00189625
        5512    -5.31723    -5.46828   0.0018961
        5513    -5.31981    -5.46825  0.00189595
        5514    -5.32271    -5.46823  0.00189579
        5515    -5.32607     -5.4682  0.00189562
        5516    -5.32972    -5.46818  0.00189544
        5517    -5.33319    -5.46815  0.00189526
        5518    -5.33721    -5.46813  0.00189506
        5519    -5.34148     -5.4681  0.00189486
        5520    -5.34567    -5.46808  0.00189464
        5521    -5.35007    -5.46806  0.00189442
        5522    -5.35511    -5.46804  0.00189419
        5523    -5.36018    -5.46802  0.00189395
        5524     -5.3657      -5.468  0.00189369
        5525    -5.37092    -5.46799  0.00189343
        5526     -5.3764    -5.46797  0.00189316
        5527    -5.38184    -5.46795  0.00189288
        5528    -5.38766    -5.46794   0.0018926
        5529    -5.39309    -5.46792   0.0018923
        5530    -5.39841    -5.46791    0.001892
        5531    -5.40405     -5.4679   0.0018917
        5532    -5.40984    -5.46789  0.00189138
        5533    -5.41545    -5.46788  0.00189107
        5534    -5.42132    -5.46787  0.00189074
        5535    -5.42666    -5.46786  0.00189042
        5536    -5.43222    -5.46786  0.00189009
        5537    -5.43752    -5.46785  0.00188975
        5538    -5.44314    -5.46785  0.00188942
        5539    -5.44801    -5.46785  0.00188908
        5540    -5.45287    -5.46784  0.00188874
        5541    -5.45814    -5.46784   0.0018884
        5542    -5.46307    -5.46784  0.00188806
        5543    -5.46779    -5.46784  0.00188772
        5544    -5.47169    -5.46784  0.00188738
        5545    -5.47596    -5.46784  0.00188704
        5546    -5.47954    -5.46784   0.0018867
        5547    -5.48288    -5.46785  0.00188636
        5548    -5.48567    -5.46785  0.00188602
        5549    -5.48851    -5.46785  0.00188569
        5550    -5.49095    -5.46786  0.00188535
        5551    -5.49345    -5.46786  0.00188502
        5552    -5.49526    -5.46787  0.00188468
        5553    -5.49713    -5.46787  0.00188435
        5554    -5.49877    -5.46788  0.00188402
        5555    -5.50034    -5.46788  0.00188369
        5556    -5.50155    -5.46789  0.00188336
        5557     -5.5021     -5.4679  0.00188303
        5558    -5.50291     -5.4679  0.00188271
        5559    -5.50369    -5.46791  0.00188238
        5560    -5.50398    -5.46792  0.00188205
        5561    -5.50442    -5.46792  0.00188172
        5562    -5.50439    -5.46793   0.0018814
        5563    -5.50436    -5.46794  0.00188107
        5564    -5.50448    -5.46794  0.00188074
        5565    -5.50417    -5.46795  0.00188042
        5566    -5.50387    -5.46795  0.00188009
        5567    -5.50344    -5.46796  0.00187976
        5568    -5.50287    -5.46797  0.00187944
        5569    -5.50172    -5.46797  0.00187911
        5570    -5.50058    -5.46798  0.00187878
        5571    -5.49945    -5.46798  0.00187845
        5572    -5.49803    -5.46799  0.00187812
        5573    -5.49646      -5.468  0.00187779
        5574    -5.49442      -5.468  0.00187746
        5575    -5.49282      -5.468  0.00187713
        5576    -5.49059    -5.46801   0.0018768
        5577    -5.48817    -5.46801  0.00187646
        5578    -5.48586    -5.46802  0.00187613
        5579    -5.48365    -5.46802   0.0018758
        5580    -5.48093    -5.46802  0.00187546
        5581    -5.47784    -5.46802  0.00187513
        5582    -5.47469    -5.46802  0.00187479
        5583    -5.47191    -5.46802  0.00187445
        5584     -5.4677    -5.46802  0.00187412
        5585    -5.46433    -5.46802  0.00187378
        5586    -5.46058    -5.46802  0.00187345
        5587    -5.45617    -5.46802  0.00187311
        5588    -5.45186    -5.46802  0.00187278
        5589    -5.44691    -5.46801  0.00187245
        5590    -5.44224    -5.46801  0.00187212
        5591    -5.43727      -5.468  0.00187179
        5592    -5.43249      -5.468  0.00187147
        5593    -5.42775    -5.46799  0.00187115
        5594    -5.42251    -5.46798  0.00187083
        5595    -5.41769    -5.46797  0.00187052
        5596    -5.41228    -5.46796  0.00187021
        5597    -5.40708    -5.46795  0.00186991
        5598    -5.40182    -5.46794  0.00186961
        5599    -5.39702    -5.46793  0.00186932
        5600    -5.39226    -5.46791  0.00186904
        5601     -5.3882     -5.4679  0.00186876
        5602    -5.38398    -5.46788  0.00186848
        5603     -5.3798    -5.46787  0.00186822
        5604    -5.37631    -5.46785  0.00186795
        5605     -5.3731    -5.46784   0.0018677
        5606     -5.3705    -5.46782  0.00186745
        5607    -5.36824     -5.4678   0.0018672
        5608    -5.36666    -5.46778  0.00186695
        5609    -5.36515    -5.46776  0.00186671
        5610     -5.3645    -5.46775  0.00186647
        5611     -5.3644    -5.46773  0.00186622
        5612    -5.36468    -5.46771  0.00186598
        5613     -5.3658    -5.46769  0.00186574
        5614    -5.36697    -5.46767  0.00186549
        5615    -5.36893    -5.46766  0.00186524
        5616    -5.37147    -5.46764  0.00186499
        5617    -5.37426    -5.46762  0.00186473
        5618     -5.3777    -5.46761  0.00186447
        5619    -5.38114    -5.46759   0.0018642
        5620    -5.38528    -5.46758  0.00186392
        5621     -5.3899    -5.46756  0.00186364
        5622    -5.39436    -5.46755  0.00186336
        5623     -5.3989    -5.46754  0.00186307
        5624    -5.40286    -5.46752  0.00186277
        5625    -5.40679    -5.46751  0.00186247
        5626    -5.41124     -5.4675  0.00186217
        5627    -5.41542    -5.46749  0.00186186
        5628    -5.41928    -5.46749  0.00186155
        5629    -5.42264    -5.46748  0.00186123
        5630    -5.42621    -5.46747  0.00186092
        5631    -5.42921    -5.46746   0.0018606
        5632    -5.43192    -5.46746  0.00186028
        5633    -5.43507    -5.46745  0.00185996
        5634    -5.43728    -5.46745  0.00185964
        5635    -5.43947    -5.46744  0.00185931
        5636     -5.4416    -5.46744  0.00185899
        5637    -5.44202    -5.46743  0.00185866
        5638    -5.44255    -5.46743  0.00185834
        5639    -5.44272    -5.46742  0.00185802
        5640    -5.44316    -5.46742  0.00185769
        5641    -5.44296    -5.46742  0.00185737
        5642    -5.44213    -5.46741  0.00185704
        5643    -5.44083    -5.46741  0.00185672
        5644    -5.44015     -5.4674   0.0018564
        5645    -5.43858     -5.4674  0.00185608
        5646    -5.43735    -5.46739  0.00185575
        5647    -5.43572    -5.46739  0.00185543
        5648    -5.43327    -5.46738  0.00185512
        5649    -5.43121    -5.46737   0.0018548
        5650    -5.42868    -5.46737  0.00185448
        5651    -5.42553    -5.46736  0.00185417
        5652     -5.4227    -5.46735  0.00185386
        5653    -5.42038    -5.46734  0.00185355
        5654    -5.41736    -5.46733  0.00185324
        5655    -5.41444    -5.46732  0.00185294
        5656    -5.41089    -5.46731  0.00185264
        5657    -5.40748     -5.4673  0.00185234
        5658    -5.40486    -5.46729  0.00185205
        5659    -5.40182    -5.46728  0.00185175
        5660    -5.39886    -5.46727  0.00185147
        5661    -5.39615    -5.46726  0.00185118
        5662     -5.3931    -5.46724   0.0018509
        5663    -5.39078    -5.46723  0.00185062
        5664    -5.38817    -5.46722  0.00185035
        5665    -5.38678     -5.4672  0.00185008
        5666    -5.38451    -5.46719  0.00184981
        5667    -5.38257    -5.46717  0.00184954
        5668    -5.38096    -5.46716  0.00184928
        5669    -5.37908    -5.46714  0.00184902
        5670    -5.37797    -5.46713  0.00184876
        5671    -5.37598    -5.46711   0.0018485
        5672    -5.37473    -5.46709  0.00184825
        5673    -5.37361    -5.46708    0.001848
        5674    -5.37274    -5.46706  0.00184775
        5675     -5.3724    -5.46704  0.00184749
        5676    -5.37165    -5.46703  0.00184725
        5677    -5.37122    -5.46701    0.001847
        5678    -5.37018    -5.46699  0.00184675
        5679    -5.36894    -5.46698  0.00184651
        5680    -5.36868    -5.46696  0.00184626
        5681    -5.36801    -5.46694  0.00184602
        5682    -5.36676    -5.46692  0.00184578
        5683    -5.36534    -5.46691  0.00184554
        5684    -5.36388    -5.46689  0.00184531
        5685    -5.36238    -5.46687  0.00184507
        5686    -5.36097    -5.46685  0.00184484
        5687    -5.35902    -5.46683  0.00184461
        5688    -5.35653    -5.46681  0.00184439
        5689    -5.35396    -5.46679  0.00184417
        5690    -5.35041    -5.46677  0.00184396
        5691    -5.34693    -5.46675  0.00184376
        5692    -5.34416    -5.46673  0.00184356
        5693    -5.34074    -5.46671  0.00184337
        5694    -5.33686    -5.46668  0.00184319
        5695    -5.33315    -5.46666  0.00184301
        5696    -5.32918    -5.46664  0.00184285
        5697    -5.32531    -5.46661  0.00184269
        5698    -5.32172    -5.46659  0.00184254
        5699    -5.31785    -5.46656  0.00184241
        5700    -5.31376    -5.46653  0.00184228
        5701    -5.31009    -5.46651  0.00184216
        5702    -5.30645    -5.46648  0.00184205
        5703    -5.30303    -5.46645  0.00184195
        5704     -5.3008    -5.46642  0.00184186
        5705     -5.2983    -5.46639  0.00184177
        5706    -5.29617    -5.46636  0.00184169
        5707    -5.29416    -5.46633  0.00184161
        5708    -5.29292     -5.4663  0.00184154
        5709    -5.29262    -5.46627  0.00184147
        5710    -5.29223    -5.46624   0.0018414
        5711    -5.29284    -5.46621  0.00184133
        5712    -5.29401    -5.46618  0.00184125
        5713    -5.29527    -5.46615  0.00184117
        5714     -5.2968    -5.46612  0.00184109
        5715    -5.29931    -5.46609    0.001841
        5716     -5.3019    -5.46606   0.0018409
        5717    -5.30529    -5.46603  0.00184079
        5718    -5.30929    -5.46601  0.00184067
        5719    -5.31342    -5.46598  0.00184054
        5720    -5.31794    -5.46595   0.0018404
        5721     -5.3231    -5.46593  0.00184025
        5722     -5.3287     -5.4659  0.00184009
        5723     -5.3344    -5.46588  0.00183991
        5724     -5.3403    -5.46586  0.00183972
        5725    -5.34574    -5.46584  0.00183952
        5726    -5.35221    -5.46582   0.0018393
        5727    -5.35875     -5.4658  0.00183908
        5728    -5.36517    -5.46578  0.00183884
        5729    -5.37098    -5.46577  0.00183859
        5730    -5.37737    -5.46575  0.00183834
        5731    -5.38308    -5.46574  0.00183807
        5732    -5.38916    -5.46572   0.0018378
        5733    -5.39467    -5.46571  0.00183752
        5734    -5.39974     -5.4657  0.00183724
        5735    -5.40512    -5.46569  0.00183695
        5736    -5.41048    -5.46568  0.00183665
        5737    -5.41582    -5.46567  0.00183635
        5738     -5.4208    -5.46566  0.00183605
        5739    -5.42528    -5.46565  0.00183574
        5740    -5.43001    -5.46565  0.00183543
        5741    -5.43451    -5.46564  0.00183512
        5742    -5.43834    -5.46564  0.00183481
        5743    -5.44209    -5.46563  0.00183449
        5744    -5.44561    -5.46563  0.00183418
        5745    -5.44905    -5.46563  0.00183386
        5746    -5.45196    -5.46563  0.00183354
        5747     -5.4551    -5.46562  0.00183322
        5748    -5.45727    -5.46562  0.00183291
        5749    -5.45998    -5.46562  0.00183259
        5750    -5.46279    -5.46562  0.00183227
        5751    -5.46509    -5.46562  0.00183195
        5752     -5.4672    -5.46562  0.00183163
        5753    -5.46927    -5.46562  0.00183131
        5754    -5.47041    -5.46562    0.001831
        5755    -5.47183    -5.46562  0.00183068
        5756    -5.47308    -5.46562  0.00183036
        5757    -5.47388    -5.46563  0.00183004
        5758    -5.47481    -5.46563  0.00182973
        5759    -5.47559    -5.46563  0.00182941
        5760    -5.47682    -5.46563  0.00182909
        5761     -5.4776    -5.46563  0.00182878
        5762    -5.47777    -5.46564  0.00182846
        5763    -5.47838    -5.46564  0.00182814
        5764    -5.47853    -5.46564  0.00182783
        5765    -5.47835    -5.46564  0.00182751
        5766    -5.47801    -5.46564   0.0018272
        5767    -5.47719    -5.46565  0.00182688
        5768    -5.47649    -5.46565  0.00182656
        5769    -5.47576    -5.46565  0.00182625
        5770     -5.4744    -5.46565  0.00182593
        5771    -5.47316    -5.46565  0.00182562
        5772    -5.47176    -5.46565   0.0018253
        5773    -5.47005    -5.46565  0.00182499
        5774    -5.46851    -5.46566  0.00182467
        5775    -5.46655    -5.46566  0.00182435
        5776    -5.46496    -5.46566  0.00182404
        5777    -5.46317    -5.46565  0.00182372
        5778    -5.46091    -5.46565  0.00182341
        5779    -5.45884    -5.46565  0.00182309
        5780    -5.45686    -5.46565  0.00182278
        5781    -5.45503    -5.46565  0.00182246
        5782     -5.4537    -5.46565  0.00182215
        5783    -5.45279    -5.46565  0.00182183
        5784     -5.4516    -5.46564  0.00182152
        5785    -5.45141    -5.46564  0.00182121
        5786     -5.4515    -5.46564  0.00182089
        5787    -5.45179    -5.46564  0.00182058
        5788    -5.45293    -5.46563  0.00182027
        5789    -5.45434    -5.46563  0.00181996
        5790    -5.45665    -5.46563  0.00181964
        5791    -5.45928    -5.46563  0.00181933
        5792    -5.46298    -5.46563  0.00181901
        5793    -5.46713    -5.46563   0.0018187
        5794    -5.47188    -5.46563  0.00181839
        5795    -5.47671    -5.46563  0.00181807
        5796    -5.48235    -5.46563  0.00181776
        5797    -5.48888    -5.46564  0.00181745
        5798    -5.49518    -5.46564  0.00181715
        5799    -5.50148    -5.46565  0.00181684
        5800    -5.50846    -5.46566  0.00181655
        5801    -5.51543    -5.46567  0.00181625
        5802    -5.52276    -5.46568  0.00181597
        5803    -5.53007    -5.46569  0.00181569
        5804    -5.53714     -5.4657  0.00181542
        5805    -5.54419    -5.46571  0.00181515
        5806    -5.55085    -5.46573   0.0018149
        5807    -5.55705    -5.46574  0.00181466
        5808    -5.56276    -5.46576  0.00181442
        5809    -5.56881    -5.46578  0.00181419
        5810    -5.57456     -5.4658  0.00181398
        5811    -5.57894    -5.46582  0.00181377
        5812    -5.58295    -5.46584  0.00181357
        5813    -5.58659    -5.46586  0.00181338
        5814    -5.58999    -5.46588  0.00181319
        5815    -5.59269     -5.4659  0.00181301
        5816    -5.59455    -5.46592  0.00181283
        5817    -5.59631    -5.46594  0.00181266
        5818    -5.59769    -5.46597  0.00181249
        5819    -5.59825    -5.46599  0.00181232
        5820    -5.59771    -5.46601  0.00181215
        5821    -5.59684    -5.46603  0.00181198
        5822    -5.59596    -5.46606  0.00181181
        5823    -5.59466    -5.46608  0.00181163
        5824    -5.59264     -5.4661  0.00181145
        5825     -5.5904    -5.46612  0.00181126
        5826    -5.58766    -5.46614  0.00181107
        5827     -5.5849    -5.46616  0.00181088
        5828    -5.58201    -5.46618  0.00181068
        5829    -5.57826     -5.4662  0.00181047
        5830    -5.57429    -5.46622  0.00181025
        5831    -5.57026    -5.46624  0.00181003
        5832    -5.56607    -5.46626   0.0018098
        5833    -5.56188    -5.46627  0.00180956
        5834    -5.55802    -5.46629  0.00180932
        5835    -5.55346     -5.4663  0.00180907
        5836    -5.54868    -5.46632  0.00180882
        5837    -5.54474    -5.46633  0.00180856
        5838    -5.54046    -5.46634  0.00180829
        5839    -5.53585    -5.46635  0.00180802
        5840    -5.53092    -5.46637  0.00180775
        5841    -5.52614    -5.46638  0.00180747
        5842    -5.52151    -5.46639  0.00180718
        5843    -5.51705    -5.46639  0.00180689
        5844    -5.51245     -5.4664   0.0018066
        5845    -5.50787    -5.46641  0.00180631
        5846    -5.50347    -5.46642  0.00180601
        5847    -5.49864    -5.46642  0.00180571
        5848    -5.49445    -5.46643   0.0018054
        5849    -5.48983    -5.46643   0.0018051
        5850     -5.4854    -5.46643  0.00180479
        5851    -5.48101    -5.46644  0.00180449
        5852     -5.4765    -5.46644  0.00180418
        5853    -5.47203    -5.46644  0.00180387
        5854    -5.46805    -5.46644  0.00180356
        5855    -5.46457    -5.46644  0.00180326
        5856    -5.46008    -5.46644  0.00180295
        5857    -5.45609    -5.46644  0.00180264
        5858    -5.45155    -5.46643  0.00180234
        5859    -5.44768    -5.46643  0.00180203
        5860    -5.44341    -5.46643  0.00180173
        5861     -5.4398    -5.46642  0.00180143
        5862    -5.43581    -5.46642  0.00180113
        5863    -5.43175    -5.46641  0.00180083
        5864    -5.42806     -5.4664  0.00180053
        5865    -5.42431     -5.4664  0.00180024
        5866    -5.42125    -5.46639  0.00179995
        5867    -5.41768    -5.46638  0.00179966
        5868    -5.41466    -5.46637  0.00179938
        5869    -5.41145    -5.46636   0.0017991
        5870    -5.40849    -5.46635  0.00179882
        5871    -5.40535    -5.46634  0.00179854
        5872    -5.40278    -5.46633  0.00179827
        5873    -5.40019    -5.46632    0.001798
        5874    -5.39758    -5.46631  0.00179773
        5875    -5.39466     -5.4663  0.00179746
        5876    -5.39203    -5.46628   0.0017972
        5877    -5.38985    -5.46627  0.00179694
        5878    -5.38768    -5.46626  0.00179669
        5879    -5.38566    -5.46624  0.00179643
        5880    -5.38426    -5.46623  0.00179618
        5881    -5.38272    -5.46622  0.00179593
        5882    -5.38134     -5.4662  0.00179568
        5883    -5.38014    -5.46619  0.00179544
        5884    -5.37865    -5.46617   0.0017952
        5885    -5.37762    -5.46616  0.00179495
        5886    -5.37661    -5.46614  0.00179471
        5887    -5.37591    -5.46613  0.00179447
        5888    -5.37551    -5.46611  0.00179424
        5889    -5.37526    -5.46609    0.001794
        5890    -5.37531    -5.46608  0.00179376
        5891    -5.37504    -5.46606  0.00179352
        5892    -5.37549    -5.46605  0.00179328
        5893    -5.37577    -5.46603  0.00179304
        5894    -5.37646    -5.46602   0.0017928
        5895    -5.37724      -5.466  0.00179256
        5896    -5.37812    -5.46599  0.00179232
        5897    -5.37862    -5.46597  0.00179208
        5898    -5.37919    -5.46596  0.00179183
        5899    -5.38028    -5.46594  0.00179159
        5900    -5.38127    -5.46593  0.00179134
        5901     -5.3814    -5.46592   0.0017911
        5902    -5.38202     -5.4659  0.00179085
        5903    -5.38284    -5.46589   0.0017906
        5904    -5.38414    -5.46587  0.00179035
        5905    -5.38517    -5.46586   0.0017901
        5906    -5.38638    -5.46585  0.00178985
        5907    -5.38718    -5.46583  0.00178959
        5908    -5.38831    -5.46582  0.00178934
        5909    -5.38977    -5.46581  0.00178908
        5910    -5.39113    -5.46579  0.00178883
        5911    -5.39269    -5.46578  0.00178857
        5912    -5.39384    -5.46577   0.0017883
        5913     -5.3958    -5.46576  0.00178804
        5914    -5.39768    -5.46575  0.00178778
        5915    -5.39917    -5.46574  0.00178751
        5916    -5.40073    -5.46572  0.00178724
        5917    -5.40253    -5.46571  0.00178697
        5918    -5.40425     -5.4657   0.0017867
        5919    -5.40606    -5.46569  0.00178643
        5920     -5.4078    -5.46568  0.00178615
        5921    -5.40978    -5.46567  0.00178587
        5922    -5.41244    -5.46566  0.00178559
        5923    -5.41457    -5.46566  0.00178531
        5924    -5.41708    -5.46565  0.00178503
        5925    -5.41919    -5.46564  0.00178475
        5926    -5.42181    -5.46563  0.00178446
        5927    -5.42461    -5.46563  0.00178417
        5928    -5.42728    -5.46562  0.00178388
        5929     -5.4298    -5.46561  0.00178359
        5930    -5.43216    -5.46561   0.0017833
        5931     -5.4345     -5.4656  0.00178301
        5932    -5.43648     -5.4656  0.00178272
        5933    -5.43869    -5.46559  0.00178242
        5934    -5.44096    -5.46559  0.00178213
        5935    -5.44313    -5.46558  0.00178183
        5936    -5.44517    -5.46558  0.00178153
        5937    -5.44676    -5.46558  0.00178123
        5938    -5.44804    -5.46558  0.00178094
        5939     -5.4493    -5.46557  0.00178064
        5940    -5.45066    -5.46557  0.00178034
        5941    -5.45166    -5.46557  0.00178004
        5942    -5.45245    -5.46557  0.00177975
        5943      -5.453    -5.46556  0.00177945
        5944    -5.45317    -5.46556  0.00177915
        5945    -5.45294    -5.46556  0.00177885
        5946    -5.45246    -5.46556  0.00177855
        5947    -5.45171    -5.46555  0.00177826
        5948    -5.45041    -5.46555  0.00177796
        5949     -5.4496    -5.46555  0.00177766
        5950    -5.44883    -5.46555  0.00177736
        5951    -5.44764    -5.46554  0.00177707
        5952    -5.44605    -5.46554  0.00177677
        5953    -5.44405    -5.46554  0.00177648
        5954     -5.4418    -5.46553  0.00177618
        5955    -5.43901    -5.46553  0.00177589
        5956    -5.43629    -5.46552   0.0017756
        5957     -5.4338    -5.46552  0.00177531
        5958    -5.43064    -5.46551  0.00177502
        5959    -5.42759    -5.46551  0.00177474
        5960    -5.42391     -5.4655  0.00177445
        5961    -5.41961    -5.46549  0.00177417
        5962    -5.41592    -5.46548  0.00177389
        5963    -5.41195    -5.46547  0.00177362
        5964    -5.40877    -5.46546  0.00177335
        5965     -5.4043    -5.46545  0.00177308
        5966    -5.39961    -5.46544  0.00177282
        5967    -5.39503    -5.46543  0.00177256
        5968    -5.39104    -5.46542   0.0017723
        5969    -5.38704    -5.46541  0.00177206
        5970    -5.38277    -5.46539  0.00177181
        5971     -5.3784    -5.46538  0.00177158
        5972    -5.37409    -5.46536  0.00177135
        5973    -5.37002    -5.46535  0.00177112
        5974    -5.36591    -5.46533   0.0017709
        5975    -5.36163    -5.46531  0.00177069
        5976     -5.3584    -5.46529  0.00177049
        5977    -5.35519    -5.46528  0.00177029
        5978     -5.3517    -5.46526  0.00177009
        5979    -5.34932    -5.46524   0.0017699
        5980    -5.34639    -5.46522  0.00176972
        5981    -5.34352     -5.4652  0.00176954
        5982    -5.34133    -5.46518  0.00176936
        5983    -5.33876    -5.46516  0.00176919
        5984    -5.33673    -5.46513  0.00176903
        5985    -5.33463    -5.46511  0.00176887
        5986    -5.33293    -5.46509  0.00176871
        5987    -5.33132    -5.46507  0.00176856
        5988    -5.32965    -5.46505   0.0017684
        5989    -5.32867    -5.46502  0.00176826
        5990    -5.32778      -5.465  0.00176811
        5991    -5.32759    -5.46498  0.00176796
        5992    -5.32733    -5.46495  0.00176782
        5993    -5.32761    -5.46493  0.00176767
        5994    -5.32752    -5.46491  0.00176752
        5995    -5.32796    -5.46488  0.00176738
        5996    -5.32865    -5.46486  0.00176723
        5997    -5.32988    -5.46484  0.00176708
        5998    -5.33119    -5.46482  0.00176692
        5999    -5.33276     -5.4648  0.00176677
        6000    -5.33487    -5.46477   0.0017666
        6001    -5.33679    -5.46475  0.00176644
        6002    -5.33927    -5.46473  0.00176627
        6003    -5.34155    -5.46471  0.00176609
        6004    -5.34472    -5.46469  0.00176591
        6005    -5.34816    -5.46467  0.00176572
        6006    -5.35142    -5.46465  0.00176553
        6007    -5.35496    -5.46463  0.00176533
        6008    -5.35878    -5.46462  0.00176512
        6009    -5.36302     -5.4646  0.00176491
        6010    -5.36782    -5.46458  0.00176469
        6011    -5.37287    -5.46457  0.00176446
        6012    -5.37724    -5.46455  0.00176423
        6013    -5.38242    -5.46454  0.00176399
        6014    -5.38749    -5.46453  0.00176374
        6015    -5.39285    -5.46452  0.00176349
        6016    -5.39819     -5.4645  0.00176323
        6017     -5.4036    -5.46449  0.00176297
        6018    -5.40936    -5.46449   0.0017627
        6019    -5.41483    -5.46448  0.00176242
        6020    -5.42071    -5.46447  0.00176215
        6021    -5.42607    -5.46446  0.00176187
        6022    -5.43147    -5.46446  0.00176158
        6023    -5.43687    -5.46445   0.0017613
        6024    -5.44223    -5.46445  0.00176101
        6025    -5.44753    -5.46445  0.00176072
        6026    -5.45273    -5.46444  0.00176043
        6027    -5.45705    -5.46444  0.00176013
        6028    -5.46137    -5.46444  0.00175984
        6029    -5.46462    -5.46444  0.00175955
        6030    -5.46799    -5.46444  0.00175926
        6031    -5.47116    -5.46444  0.00175897
        6032    -5.47382    -5.46445  0.00175868
        6033    -5.47626    -5.46445  0.00175839
        6034    -5.47819    -5.46445   0.0017581
        6035     -5.4802    -5.46445  0.00175781
        6036    -5.48153    -5.46446  0.00175752
        6037    -5.48281    -5.46446  0.00175723
        6038    -5.48282    -5.46446  0.00175694
        6039    -5.48325    -5.46447  0.00175665
        6040    -5.48303    -5.46447  0.00175636
        6041    -5.48295    -5.46447  0.00175608
        6042    -5.48225    -5.46447  0.00175579
        6043    -5.48112    -5.46448   0.0017555
        6044    -5.47986    -5.46448  0.00175521
        6045     -5.4785    -5.46448  0.00175492
        6046    -5.47675    -5.46448  0.00175463
        6047    -5.47479    -5.46449  0.00175434
        6048    -5.47309    -5.46449  0.00175405
        6049    -5.47061    -5.46449  0.00175376
        6050    -5.46829    -5.46449  0.00175347
        6051    -5.46585    -5.46449  0.00175319
        6052    -5.46285    -5.46449   0.0017529
        6053    -5.45979    -5.46449  0.00175261
        6054    -5.45714    -5.46449  0.00175232
        6055    -5.45463    -5.46449  0.00175203
        6056    -5.45199    -5.46448  0.00175174
        6057     -5.4497    -5.46448  0.00175145
        6058    -5.44688    -5.46448  0.00175117
        6059    -5.44448    -5.46447  0.00175088
        6060    -5.44221    -5.46447   0.0017506
        6061    -5.44011    -5.46447  0.00175031
        6062     -5.4379    -5.46446  0.00175003
        6063    -5.43518    -5.46446  0.00174975
        6064    -5.43437    -5.46445  0.00174946
        6065    -5.43308    -5.46445  0.00174918
        6066    -5.43255    -5.46444   0.0017489
        6067    -5.43189    -5.46444  0.00174862
        6068    -5.43157    -5.46443  0.00174834
        6069    -5.43129    -5.46443  0.00174806
        6070    -5.43167    -5.46442  0.00174778
        6071    -5.43256    -5.46442   0.0017475
        6072    -5.43351    -5.46441  0.00174722
        6073    -5.43511    -5.46441  0.00174694
        6074    -5.43705     -5.4644  0.00174666
